place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Ramkhamhaeng National Museum,Thailand,https://goo.gl/maps/zMxsiNX8kx1XShnm9,"You can spend an entire day just biking around the historical park, visiting all the temples and sections of the park, as well as learning more about the history at the  to truly understand what these ruins are all about. After a day in Sukhothai, it is time to continue on to Chiang Mai.",,,,2,5,4,8,8,10,0,5,0,2,1,2026-04-07
Ratchaburi,Thailand,https://goo.gl/maps/MKdJVQVdsYPWsNFk8,"Now, if you decide to rent a car from Bangkok, you will be able to explore even further away. One of the most off-the-beaten-path places you can visit near Bangkok is , an adjacent province full of authentic experiences and hidden gems to be had, and it is only an hour drive away from Bangkok.",,,,0,2,4,9,9,8,0,7,2,10,1,2026-04-07
Ratchamangkla Keelapisek Wayside Park,Thailand,https://maps.app.goo.gl/qtvkWfVFRWiNoua3A,"As you drive back down from Khao Kho, consider stopping by the , a large community market where you can pick up all sorts of souvenirs to take home, from fresh strawberries straight from the fields to locally brewed wine and more.",,,,2,5,8,0,1,8,10,6,7,5,1,2026-04-07
Ratchaprapha Dam,Thailand,https://goo.gl/maps/mC84Eegpbq1zMBQi7,"Khao Sok Lake has got to be one of my favorite places in Thailand. Located deep within the  in Surat Thani, Khao Sok Lake offers you a chance to be as close to nature as one can get.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Ratchaprapha Marina,Thailand,https://www.google.com/maps/place/Ratchaprapha+Marina,"A marina near Cheow Lan Lake, where visitors can hire longtail boats to explore the lake and surrounding areas.",Southern Thailand,Marina,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Rattanakosin/Old Town,Thailand,"https://www.google.com/maps/place/Rattanakosin,+Bangkok,+Thailand","This is where many of the historic sights of the city are located, including the Grand Palace and the amazing Buddha statue at Wat Pho.",Central Thailand,Neighborhood,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Reclining Buddha Cave,Thailand,https://goo.gl/maps/siVFRapWYEJYWPBe9,"As you make your way down south, you will find the , a beautiful temple located in the remote area of the province where you can hike to a cave nearby with several Buddha images inside.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Red Lotus Lake Kumphawapi,Thailand,https://maps.app.goo.gl/XZZz6ps4zhw8touH6,"is a beautiful lake covered with stunning lotus flowers. You can hire a boat to glide around the lake in solitude, enjoying the birdsong while being surrounded by these magnificent blooms.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Red Sky,Thailand,https://g.page/RedSkyBangkok?share,"Before ending your second day in Bangkok, it is time to go up, and I mean really up, to one of the many rooftop bars in Bangkok and check out the city skyline at night. The place I recommend and often frequent myself is , a rooftop bar located by the Chit Lom BTS Station, one station away from Siam where we were in the morning.",,,,3,2,8,9,8,3,0,9,7,10,1,2026-04-07
River Kwai Bridge,Thailand,https://goo.gl/maps/R7SRwfQSSHdL1GW36,"After visiting these two temples, you can spend the rest of the day exploring the tourist attractions within Kanchanaburi City, such as the famous  and Wat Thaworn Wararam, a beautiful Chinese temple located on the bank of the River Kwai.

Located only 140 km from Bangkok, Kanchanaburi is home to WW2-era landmarks like the , Hellfire Pass, and the infamous Death Railway trestle bridge.",,,,4,5,14,6,6,8,2,6,4,6,1,2026-04-07
Rocket Ice Cream Shop,Thailand,https://maps.app.goo.gl/MitPDVmVpKUiUmFy6,is an old ice cream shop that has been operating on this street for over 50 years. They offer a variety of Boran ice cream or Thai traditional ice cream on sticks with a wide range of flavors to choose from.,,,,2,5,12,0,0,8,9,8,7,9,1,2026-04-07
Roctopus Dive,Thailand,https://www.google.com/maps/place/Roctopus+Dive,"They often customized services and have a fun, highly educated staff. Given that they mostly do SSI and RAID certifications, Roctopus is not a PADI Dive Shop so they set me up with a private instructor, Desa, to go through the PADI Open Water Diver course at my request.

Roctopus Dive is a dive center in Koh Tao where the author got scuba certified, and recommends it for its excellent service and instruction.

Roctopus Dive is a dive center in Koh Tao that offers scuba diving certification and other diving courses. It's a great spot for those looking to learn how to dive or improve their diving skills.",Koh Tao,dive shop,The Blonde Abroad,4,5,18,4,5,6,5,5,6,5,1,2026-04-07
Roi Et Airport,Thailand,https://maps.app.goo.gl/M4QWVNPvh1DU2C2v6,By Flight: The fastest way to get to Roi Et is to fly from Bangkok to  operated by AirAsia and it should take about one hour. You can browse more flights via Skyscanner.,,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Roi Et National Museum,Thailand,https://maps.app.goo.gl/5XtRGjgvKigYXeAZA,"If you want to learn more about Roi Et and its rich history, the  is the place to be. If you look at the city on Google Maps, you’ll notice that the city center is surrounded by moats, an ancient defensive feature found in many historic cities in Thailand, highlighting just how long and storied Roi Et’s past is.",,,,0,2,0,5,4,10,0,2,0,6,1,2026-04-07
Roi Et Tower,Thailand,https://maps.app.goo.gl/iPxRyZbNaZpvTHTj7,"In the evening, you can then proceed up the  and check out the view 101 meters above the city at sunset. When you are done, you can go and stroll around Bueng Planchai, a lake with what is arguably one of the best-developed lakeside parks in Thailand. It features fountain shows, stunning walkways over the water, and a lively evening atmosphere that reminded me of the Marina Bay area in Singapore. Yes, it's that incredible!

Isaan has many great cities, but none match the charm and iconic landmarks of Roi Et, which define its entire cityscape. Standing in the heart of Roi Et City Center is the , a 101-meter-tall observation deck shaped like a wot, a traditional bamboo panpipe instrument typical of Isaan’s folk music culture.",,,,5,4,4,5,4,6,0,7,3,6,1,2026-04-07
SAii Island Village,Thailand,https://www.google.com/maps/place/SAii+Island+Village,"SAii Island Village is one of the top resort recommendations in Phi Phi Don island.

A resort on Phi Phi Don island, offering accommodation and amenities for tourists.",Phi Phi,resort,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
SUP Point Koh Kood,Thailand,https://maps.app.goo.gl/a41H1ViWVyGdgf9W9,"You can rent a kayak or a paddle board from . It should cost about 300 THB for 3 hours, which is a good amount of time to explore the beautiful mangrove forest at your leisure.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Sabai Dee Nakhon Phanom,Thailand,https://maps.app.goo.gl/Vm2zqDfE9Nn8Zdt49,"For dining, I highly recommend , a popular Vietnamese restaurant that also serves a wide variety of Thai dishes. From pho to Nam Nueng, it’s a favorite among locals, you’ll often see it bustling with people during dinner hours.",,,,1,4,12,0,1,8,9,5,8,6,1,2026-04-07
Sai 1 Road,Thailand,https://goo.gl/maps/EJAxEEpk5oznNmKMA,"Both the Bang Pu Recreational Center and the Sala Sukjai Restaurant are open from 10 AM to 8 PM every day. If you are driving, be sure to enter from  and do not go to the second entrance as suggested by Google Maps. That gate is closed, and you will only be allowed in from the main gate.",,,,0,0,8,0,0,1,1,0,0,5,1,2026-04-07
Sai Daeng Beach,Thailand,https://www.google.com/maps/place/Sai+Daeng+Beach,"Sai Daeng is a nice white sand beach with shady trees to sit under, and views of Shark Island in the distance. It’s not the biggest beach on Koh Tao, but it was almost empty when we went so it felt a bit like a hidden beach!",Gulf of Thailand,Beach,The World Travel Guy,6,6,4,10,5,0,0,8,3,10,1,2026-04-07
Sai Daeng Resort,Thailand,https://www.google.com/maps/place/Sai+Daeng+Resort,There’s a restaurant and a nice resort at the beach if you want to stick around longer. Beach access is through the Sai Daeng Resort.,Gulf of Thailand,Hotel,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Sai Nuan Beach,Thailand,https://www.google.com/maps/place/Sai+Nuan+Beach,"This beach is one of the more secluded places in the island, and it’s never crowded at all, so it’s a great spot for hanging out on the sand under some lazy palms. Sai Nuan is actually split into two separate beaches.",Gulf of Thailand,Beach,The World Travel Guy,6,6,4,9,4,0,0,9,1,8,1,2026-04-07
Sai Thong National Park,Thailand,https://maps.app.goo.gl/r8aqB1EJNegUQXD89,"After exploring the area, head back to the city for an early lunch before making your way to , home to the breathtaking Haam Hod Cliff, one of my favorite viewpoints in the province. The park is also known for its wild Siam tulip flower fields, perfect for a relaxing stroll. Plan to spend around 1–2 hours here.

While visiting Haam Hod Cliff, you might as well take some time to explore , where the viewpoint is located. Covering over 319 km², it is one of the region’s largest protected areas in Thailand and offers plenty of attractions beyond the Haam Hod Cliff viewpoint.",,,,5,6,4,10,6,1,0,8,1,8,1,2026-04-07
Sai Thong Waterfall,Thailand,https://maps.app.goo.gl/dkNgqUJHq3LbcYc59,"There are also many other attractions in the national park you can visit like  and several other viewpoints you can check out, so be sure to spend some time and explore Sai Thong National Park. The national park is open from 6 AM to 6 PM daily, and the entry fee is 200 THB per person.",,,,1,6,8,10,9,0,0,6,0,8,1,2026-04-07
Sai Yok Noi Waterfall,Thailand,https://goo.gl/maps/J93Zyu3YcWfyWc3B9,"From Kanchanaburi, you should have no trouble finding a bus going to Bangkok, although I would recommend that you take a train back instead. To take the train, you will have to tell the bus driver from Thong Pha Phum to drop you off at , where you can then walk to the Nam Tok Train Station to catch the 12:55 PM train back to Bangkok.",,,,0,0,8,1,0,0,0,0,5,9,1,2026-04-07
Sairee Beach,Thailand,https://www.google.com/maps/place/Sairee+Beach,"There are lots of boats waiting on the beach, so you don’t need to wait around or make any kind of booking. The journey by sea takes about 15 minutes and costs 100-150 Baht ($6-$10 USD) per person, per way.

Sairee Beach is the biggest and most popular beach on Koh Tao island. If you’re looking for white sand, lazy palm trees, and a great place to watch the sunset, this is the place to go! It’s lined with good restaurants, hotels, dive shops, and more.

You get top notch panoramic views of Sairee Beach in the distance, along with the whole south side of Koh Tao island. You can reach Koh Nang Yuan by taking a boat from the north end of Sairee Beach and then a quick 10 minute hike to the top of the island. They also give a free daily transfer to and from the pier, and Sairee Beach, which was super handy",Koh Tao,beach,The World Travel Guy,4,5,8,8,6,2,2,7,5,8,1,2026-04-07
Sairee Cottage Diving,Thailand,https://www.google.com/maps/place/Sairee+Cottage+Diving,I heard great things from a PADI Ambassadiver about Sairee Cottage Diving on Koh Tao so would recommend them,Koh Tao,dive shop,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Sakon Nakhon Airport,Thailand,https://maps.app.goo.gl/CfJKmrMXbQw3emCTA,By Flight: The fastest way to get to Sakon Nakhon is to fly from Bangkok to  operated by AirAsia and it should take about one hour. You can browse more flights via Skyscanner.,,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Sakon Nakhon Walking Street,Thailand,https://maps.app.goo.gl/AEmDJGEVgGh5zqvp6,"Right next to the temple, you’ll find the , though to be honest, it’s not much of a walking street, with only a handful of local vendors setting up small stands. What makes it worth checking out, however, is what they’re selling: indigo-dyed cotton products, a craft that Sakon Nakhon is well known for.",,,,2,4,4,0,1,8,1,6,7,10,1,2026-04-07
Sala Keo Kou,Thailand,https://maps.app.goo.gl/cHQEvVsLHNJUWFgr8,"Today, we’re going to explore Nong Khai and spend the night in Udon Thani. From Bueng Kan, it’s about a 2-hour drive to Nong Khai City, where you can begin exploring the attractions, starting with , a Buddhist park filled with beautiful sculptures and statues, similar to the one in Vientiane, Laos.",,,,2,4,8,6,5,10,2,7,5,7,1,2026-04-07
